Tên xe,Tên hãng xe,Năm sản xuất,Nơi bán,Giá,Link sản phẩm
Hyundai Accent 1.4 AT - 2019,Hyundai,2019,399,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-2019-5593960
Toyota Hilux 2.4L 4x2 AT - 2024,Toyota,2024,695,Hà Nội,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2024-5465113
Toyota Wigo G 1.2 AT - 2024,Toyota,2024,390,Hà Nội,https://bonbanh.com/xe-toyota-wigo-g-1.2-at-2024-4984159
Toyota Corolla Cross 1.8HEV - 2024,Toyota,2024,905,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8hev-2024-5549343
LandRover Range Rover Autobiography 5.0 - 2015,LandRover,2015,3150,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-5.0-2015-5514076
Toyota Corolla altis 1.8V - 2023,Toyota,2023,750,TP HCM,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2023-5582384
Toyota Prado VX 2.7L - 2019,Toyota,2019,2099,Hà Nội,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5506115
Mercedes Benz Maybach S450 4Matic - 2022,Mercedes,2022,8000,Hà Nội,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2022-5515080
Mazda CX5 Signature Exclusive 2.5 AT - 2023,Mazda,2023,979,Hà Nội,https://bonbanh.com/xe-mazda-cx5-signature-exclusive-2.5-at-2023-5355362
Kia Sorento 2.4 GAT Deluxe - 2020,Kia,2020,595,Hải Dương,https://bonbanh.com/xe-kia-sorento-2.4-gat-deluxe-2020-5563081
Nissan Terra E 2.5 AT 2WD - 2018,Nissan,2018,648,Hà Nội,https://bonbanh.com/xe-nissan-terra-e-2.5-at-2wd-2018-5590514
Hyundai i10 1.2 AT - 2022,Hyundai,2022,385,Đồng Nai,https://bonbanh.com/xe-hyundai-i10-1.2-at-2022-5566104
Mazda CX 30 Luxury 2.0 AT - 2023,Mazda,2023,689,TP HCM,https://bonbanh.com/xe-mazda-cx-30-luxury-2.0-at-2023-3967996
Kia Carnival Signature 2.2D - 2022,Kia,2022,1360,Hà Nội,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-5589836
Lexus GX 460 - 2014,Lexus,2014,2190,Hà Nội,https://bonbanh.com/xe-lexus-gx-460-2014-5594432
Ford Everest Trend 2.0L 4x2 AT - 2019,Ford,2019,830,TP HCM,https://bonbanh.com/xe-ford-everest-trend-2.0l-4x2-at-2019-5474887
BMW 5 Series 535i GT - 2011,BMW,2011,610,TP HCM,https://bonbanh.com/xe-bmw-5_series-535i-gt-2011-5099052
Nissan Teana 2.0 AT - 2009,Nissan,2009,260,Hà Nội,https://bonbanh.com/xe-nissan-teana-2.0-at-2009-5576778
Mercedes Benz C class C200 - 2015,Mercedes,2015,605,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2015-5593957
Mercedes Benz C class C250 CGI - 2009,Mercedes,2009,340,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c250-cgi-2009-4379246
Mercedes Benz CLA class CLA 200 - 2017,Mercedes,2017,655,Hà Nội,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-200-2017-5542102
Haval H6 HEV - 2023,Haval,2023,866,TP HCM,https://bonbanh.com/xe-haval-h6-hev-2023-5396537
MG ZS Luxury 1.5 AT 2WD - 2020,MG,2020,435,Hà Nội,https://bonbanh.com/xe-mg-zs-luxury-1.5-at-2wd-2020-5576774
Toyota Fortuner 2.7L 4x2 AT - 2024,Toyota,2024,1148,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7l-4x2-at-2024-4839168
Ford EcoSport Titanium 1.5L AT - 2018,Ford,2018,430,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5593958
Toyota Veloz Cross 1.5 CVT - 2024,Toyota,2024,600,Hà Nội,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2024-4412265
Toyota Yaris Cross 1.5 D-CVT - 2024,Toyota,2024,630,Hà Nội,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2024-5235447
Kia K3 Premium 1.6 AT - 2022,Kia,2022,589,Hải Phòng,https://bonbanh.com/xe-kia-k3-premium-1.6-at-2022-5527644
Toyota Vios E 1.5 MT - 2022,Toyota,2022,410,Hà Nội,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2022-5594480
Kia Sportage Signature X-Line 1.6T AWD - 2023,Kia,2023,995,Hà Nội,https://bonbanh.com/xe-kia-sportage-signature-x-line-1.6t-awd-2023-5580022
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2024,Hyundai,2024,1219,Tiền Giang,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2024-5562113
Volvo XC90 Recharge T8 AWD - 2023,Volvo,2023,4370,Hà Nội,https://bonbanh.com/xe-volvo-xc90-recharge-t8-awd-2023-2572547
Toyota Corolla Cross 1.8V - 2024,Toyota,2024,820,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-5544322
Ford Everest Titanium 2.0L 4x2 AT - 2022,Ford,2022,1045,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-5519770
Ford Ranger XLS 2.2L 4x2 AT - 2019,Ford,2019,530,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-5568110
Mercedes Benz GLE Class GLE 53 4Matic+ Coupe AMG - 2022,Mercedes,2022,4579,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-53-4matic+-coupe-amg-2022-5582726
Honda City 1.5 - 2019,Honda,2019,420,Hà Nội,https://bonbanh.com/xe-honda-city-1.5-2019-5563623
Ford Everest Titanium 2.0L 4x2 AT - 2019,Ford,2019,830,Bình Dương,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2019-5526250
Mercedes Benz C class C200 Avantgarde - 2021,Mercedes,2021,1249,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2021-5532942
Toyota Prado TXL 2.7L - 2011,Toyota,2011,745,Hà Nội,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2011-5575288
Mazda CX5 2.5 AT - 2016,Mazda,2016,540,Hà Nam,https://bonbanh.com/xe-mazda-cx5-2.5-at-2016-5527474
Mercedes Benz C class C300 AMG - 2022,Mercedes,2022,1799,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5377003
Mercedes Benz E class E200 Exclusive - 2022,Mercedes,2022,2230,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-5324029
Lexus LX 600 Urban - 2024,Lexus,2024,8500,Hà Nội,https://bonbanh.com/xe-lexus-lx-600-urban-2024-5250703
Mercedes Benz GLE Class GLE 53 4Matic+ Coupe AMG - 2022,Mercedes,2022,4550,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-53-4matic+-coupe-amg-2022-5577298
Toyota Vios 1.5G - 2018,Toyota,2018,412,Hải Phòng,https://bonbanh.com/xe-toyota-vios-1.5g-2018-5590451
Mazda CX5 2.5 Signature Premium 2WD - 2019,Mazda,2019,720,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.5-signature-premium-2wd-2019-5494972
Lexus LX 600 F-Sport - 2023,Lexus,2023,9340,TP HCM,https://bonbanh.com/xe-lexus-lx-600-f-sport-2023-5563159
Toyota Corolla Cross 1.8V - 2024,Toyota,2024,830,TP HCM,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-3387911
Toyota Land Cruiser 3.5 V6 - 2024,Toyota,2024,4286,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5354508
BMW Z4 sDrive30i M Sport - 2021,BMW,2021,2450,Hà Nội,https://bonbanh.com/xe-bmw-z4-sdrive30i-m-sport-2021-5080496
Mercedes Benz GLC 300 4Matic - 2023,Mercedes,2023,2669,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5259188
Kia Carnival Signature 2.2D - 2022,Kia,2022,1305,Long An,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-5549501
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,Ford,2024,895,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2024-5491718
Mazda BT50 Luxury 2.2L 4x2 AT - 2021,Mazda,2021,519,Hà Nội,https://bonbanh.com/xe-mazda-bt50-luxury-2.2l-4x2-at-2021-5594514
Honda HRV L - 2019,Honda,2019,585,Đăk Lăk,https://bonbanh.com/xe-honda-hrv-l-2019-5555434
Mercedes Benz Maybach S450 4Matic - 2020,Mercedes,2020,5200,TP HCM,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2020-5545368
Honda Civic 1.8 MT - 2009,Honda,2009,215,Đà Nẵng,https://bonbanh.com/xe-honda-civic-1.8-mt-2009-5487174
Mercedes Benz S class S450 Luxury - 2021,Mercedes,2021,4500,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450-luxury-2021-5463684
Toyota Vios 1.5E - 2015,Toyota,2015,285,Hải Phòng,https://bonbanh.com/xe-toyota-vios-1.5e-2015-5581183
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2019,Mitsubishi,2019,780,Hà Nội,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x2-at-2019-5594484
Ford Everest Sport 2.0L 4x2 AT - 2022,Ford,2022,1135,Hà Nội,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2022-5566016
Mazda 3 1.5 AT - 2018,Mazda,2018,475,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5594498
Audi A8 L 55 TFSI Quattro - 2020,Audi,2020,2999,TP HCM,https://bonbanh.com/xe-audi-a8-l-55-tfsi-quattro-2020-5594506
Kia Carnival Premium 2.2D - 2022,Kia,2022,1145,Hải Dương,https://bonbanh.com/xe-kia-carnival-premium-2.2d-2022-5594491
Honda City RS 1.5 AT - 2023,Honda,2023,550,Hà Nội,https://bonbanh.com/xe-honda-city-rs-1.5-at-2023-5276495
Ford EcoSport Titanium 1.5L AT - 2016,Ford,2016,368,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-5504409
Ford Everest Titanium Plus 2.0L 4x4 AT - 2024,Ford,2024,1413,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2024-5380767
LandRover Range Rover Autobiography LWB 3.0 I6 - 2021,LandRover,2021,8550,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-i6-2021-5216423
Mitsubishi Xforce Premium - 2024,Mitsubishi,2024,680,Hà Nội,https://bonbanh.com/xe-mitsubishi-xforce-premium-2024-5401548
MG 5 Standard 1.5 AT - 2024,MG,2024,430,Hà Nội,https://bonbanh.com/xe-mg-5-standard-1.5-at-2024-5182702
Audi A8 L 3.0 Quattro - 2011,Audi,2011,920,Bến Tre,https://bonbanh.com/xe-audi-a8-l-3.0-quattro-2011-5517613
Mazda CX5 2.5 AT 2WD - 2018,Mazda,2018,658,Hưng Yên,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5536219
Kia Cerato 2.0 AT - 2016,Kia,2016,375,Hà Giang,https://bonbanh.com/xe-kia-cerato-2.0-at-2016-5554143
Nissan Terra V 2.5 AT 4WD - 2018,Nissan,2018,665,Hà Nội,https://bonbanh.com/xe-nissan-terra-v-2.5-at-4wd-2018-5551163
Mazda CX 30 Luxury 2.0 AT - 2021,Mazda,2021,635,Hà Nội,https://bonbanh.com/xe-mazda-cx-30-luxury-2.0-at-2021-5594282
Toyota Innova E 2.0 MT - 2021,Toyota,2021,640,TP HCM,https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2021-5489548
Ford Ranger Raptor 2.0L 4x4 AT - 2024,Ford,2024,1299,TP HCM,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2024-5019293
Ford Ranger Raptor 2.0L 4x4 AT - 2021,Ford,2021,985,Hà Nội,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-5594517
BMW X4 xDrive20i - 2019,BMW,2019,1730,Hà Nội,https://bonbanh.com/xe-bmw-x4-xdrive20i-2019-4973587
Lexus RX 350 Premium - 2023,Lexus,2023,3580,Hà Nội,https://bonbanh.com/xe-lexus-rx-350-premium-2023-5534525
Ford Everest Ambiente 2.0L 4x2 AT - 2024,Ford,2024,1099,TP HCM,https://bonbanh.com/xe-ford-everest-ambiente-2.0l-4x2-at-2024-5594477
LandRover Range Rover Evoque Dynamic - 2014,LandRover,2014,790,Hà Nội,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2014-5585099
Toyota Fortuner 2.5G - 2010,Toyota,2010,410,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.5g-2010-5576280
Hyundai Accent 1.4 AT - 2019,Hyundai,2019,400,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-2019-5587425
Toyota Camry 2.5Q - 2020,Toyota,2020,965,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2020-5584641
Ford Territory Trend 1.5 AT - 2024,Ford,2024,799,Hà Nội,https://bonbanh.com/xe-ford-territory-trend-1.5-at-2024-5578856
Toyota Camry 2.0G - 2020,Toyota,2020,845,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.0g-2020-5555874
Toyota Camry 2.0E - 2018,Toyota,2018,670,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.0e-2018-5582025
Mitsubishi Attrage 1.2 CVT - 2020,Mitsubishi,2020,360,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2020-5581266
Bentley Mulsanne Speed - 2015,Bentley,2015,9999,Hà Nội,https://bonbanh.com/xe-bentley-mulsanne-speed-2015-4826797
BMW X6 xDrive40i M Sport - 2022,BMW,2022,3488,Hà Nội,https://bonbanh.com/xe-bmw-x6-xdrive40i-m-sport-2022-5584292
Honda Civic 1.8 MT - 2010,Honda,2010,219,Gia Lai,https://bonbanh.com/xe-honda-civic-1.8-mt-2010-5594505
Mercedes Benz CL class CL 550 4Matic - 2008,Mercedes,2008,880,TP HCM,https://bonbanh.com/xe-mercedes_benz-cl_class-cl-550-4matic-2008-5592418
Toyota Innova 2.0G - 2018,Toyota,2018,570,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0g-2018-5554796
Toyota Prado VX 2.7L - 2021,Toyota,2021,2680,Hà Nội,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5555060
Honda HRV L - 2018,Honda,2018,559,Hà Nội,https://bonbanh.com/xe-honda-hrv-l-2018-5486970
Lexus LX 570 - 2020,Lexus,2020,7200,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2020-5546333
Honda CRV 2.4 AT - 2015,Honda,2015,550,Hà Nội,https://bonbanh.com/xe-honda-crv-2.4-at-2015-5437885
Mercedes Benz S class S400L - 2017,Mercedes,2017,1650,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2017-5584556
BMW X6 xDrive35i - 2016,BMW,2016,1399,Hà Nội,https://bonbanh.com/xe-bmw-x6-xdrive35i-2016-5579054
Mazda 3 1.5L Luxury - 2019,Mazda,2019,480,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5472306
Toyota Camry 2.5Q - 2019,Toyota,2019,905,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5581615
Lexus LM 300h Royal Lounge - 2020,Lexus,2020,5950,Hà Nội,https://bonbanh.com/xe-lexus-lm-300h-royal-lounge-2020-5536608
Ford Ranger XLS 2.0L 4x2 AT - 2024,Ford,2024,603,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2024-5297521
Mazda CX8 Premium - 2024,Mazda,2024,1014,TP HCM,https://bonbanh.com/xe-mazda-cx8-premium-2024-5207726
Ford Ranger Wildtrak 3.2L 4x4 AT - 2015,Ford,2015,450,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2015-5532420
Chevrolet Spark Duo Van 1.2 MT - 2017,Chevrolet,2017,175,Bình Dương,https://bonbanh.com/xe-chevrolet-spark-duo-van-1.2-mt-2017-5575502
Toyota Land Cruiser 3.5 V6 - 2024,Toyota,2024,4285,TP HCM,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5571417
Toyota Corolla altis 1.8G - 2022,Toyota,2022,657,TP HCM,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-2022-5563027
BMW X6 xDrive40i M Sport - 2022,BMW,2022,3488,Hà Nội,https://bonbanh.com/xe-bmw-x6-xdrive40i-m-sport-2022-5584292
Honda Civic 1.8 MT - 2010,Honda,2010,219,Gia Lai,https://bonbanh.com/xe-honda-civic-1.8-mt-2010-5594505
Mercedes Benz CL class CL 550 4Matic - 2008,Mercedes,2008,880,TP HCM,https://bonbanh.com/xe-mercedes_benz-cl_class-cl-550-4matic-2008-5592418
Toyota Innova 2.0G - 2018,Toyota,2018,570,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0g-2018-5554796
Toyota Prado VX 2.7L - 2021,Toyota,2021,2680,Hà Nội,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5555060
Honda HRV L - 2018,Honda,2018,559,Hà Nội,https://bonbanh.com/xe-honda-hrv-l-2018-5486970
Lexus LX 570 - 2020,Lexus,2020,7200,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2020-5546333
Honda CRV 2.4 AT - 2015,Honda,2015,550,Hà Nội,https://bonbanh.com/xe-honda-crv-2.4-at-2015-5437885
Mercedes Benz S class S400L - 2017,Mercedes,2017,1650,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2017-5584556
BMW X6 xDrive35i - 2016,BMW,2016,1399,Hà Nội,https://bonbanh.com/xe-bmw-x6-xdrive35i-2016-5579054
Mazda 3 1.5L Luxury - 2019,Mazda,2019,480,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5472306
Toyota Camry 2.5Q - 2019,Toyota,2019,905,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5581615
Lexus LM 300h Royal Lounge - 2020,Lexus,2020,5950,Hà Nội,https://bonbanh.com/xe-lexus-lm-300h-royal-lounge-2020-5536608
Ford Ranger XLS 2.0L 4x2 AT - 2024,Ford,2024,603,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2024-5297521
Mazda CX8 Premium - 2024,Mazda,2024,1014,TP HCM,https://bonbanh.com/xe-mazda-cx8-premium-2024-5207726
Ford Ranger Wildtrak 3.2L 4x4 AT - 2015,Ford,2015,450,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2015-5532420
Chevrolet Spark Duo Van 1.2 MT - 2017,Chevrolet,2017,175,Bình Dương,https://bonbanh.com/xe-chevrolet-spark-duo-van-1.2-mt-2017-5575502
Toyota Land Cruiser 3.5 V6 - 2024,Toyota,2024,4285,TP HCM,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5571417
Toyota Corolla altis 1.8G - 2022,Toyota,2022,657,TP HCM,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-2022-5563027
Toyota Camry 2.5Q - 2023,Toyota,2023,1350,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2023-5545888
Toyota Corolla Cross 1.8V - 2022,Toyota,2022,799,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5542400
Mercedes Benz C class C300 AMG - 2019,Mercedes,2019,1169,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5474563
Audi Q3 2.0 Quattro - 2016,Audi,2016,699,Hà Nội,https://bonbanh.com/xe-audi-q3-2.0-quattro-2016-5493019
Ford Ranger XLS 2.2L 4x2 AT - 2016,Ford,2016,450,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-5583143
Toyota Yaris Cross 1.5 D-CVT - 2024,Toyota,2024,640,Hải Phòng,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2024-5479868
Toyota Vios 1.5E - 2015,Toyota,2015,268,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-2015-3871466
Toyota Corolla altis 1.8G AT - 2018,Toyota,2018,563,Hà Nội,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2018-5537089
Hyundai Kona 2.0 ATH - 2020,Hyundai,2020,540,Hà Nội,https://bonbanh.com/xe-hyundai-kona-2.0-ath-2020-5594518
Mercedes Benz GLS 450 4Matic - 2021,Mercedes,2021,4380,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5356454
Lexus RX 300 - 2021,Lexus,2021,2930,Hà Nội,https://bonbanh.com/xe-lexus-rx-300-2021-5080505
Mitsubishi Xpander 1.5 AT - 2021,Mitsubishi,2021,525,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2021-5526549
Hyundai Creta Cao cấp 1.5 AT - 2024,Hyundai,2024,670,Hà Nội,https://bonbanh.com/xe-hyundai-creta-cao-cap-1.5-at-2024-5544842
Toyota Camry 2.5Q - 2019,Toyota,2019,895,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5574569
Mercedes Benz GLC 300 4Matic - 2020,Mercedes,2020,1669,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5543660
Kia Soluto 1.4 MT - 2023,Kia,2023,399,Hải Phòng,https://bonbanh.com/xe-kia-soluto-1.4-mt-2023-5559376
Hyundai Tucson 2.0 ATH - 2019,Hyundai,2019,730,Quảng Ninh,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2019-5553533
Toyota Vios G 1.5 CVT - 2024,Toyota,2024,508,Hà Nội,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2024-5387359
Ford Ranger Raptor 2.0L 4x4 AT - 2020,Ford,2020,850,TP HCM,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2020-5480487
Toyota Fortuner 2.4L 4x2 AT - 2024,Toyota,2024,1055,TP HCM,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-at-2024-3462132
Ford Ranger XLS 2.2L 4x2 AT - 2016,Ford,2016,430,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-5539317
Toyota Veloz Cross Top 1.5 CVT - 2022,Toyota,2022,619,Hà Nội,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-5566050
Suzuki XL7 1.5 AT - 2020,Suzuki,2020,485,Hà Nội,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2020-5575858
Toyota Fortuner 2.4G 4x2 MT - 2017,Toyota,2017,715,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2017-5542643
Hyundai SantaFe 2.2L HTRAC - 2019,Hyundai,2019,825,TP HCM,https://bonbanh.com/xe-hyundai-santafe-2.2l-htrac-2019-5591553
Kia Sorento DATH - 2018,Kia,2018,660,Bình Dương,https://bonbanh.com/xe-kia-sorento-dath-2018-5398879
Honda CRV L - 2017,Honda,2017,729,Hà Nội,https://bonbanh.com/xe-honda-crv-l-2017-5594521
Toyota Innova 2.0E - 2018,Toyota,2018,459,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5410324
Toyota Vios 1.5E - 2016,Toyota,2016,286,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-2016-5013564
Nissan Navara LE 2.5MT 4WD - 2013,Nissan,2013,275,Hà Nội,https://bonbanh.com/xe-nissan-navara-le-2.5mt-4wd-2013-5569046
VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,VinFast,2022,355,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-5578137
Mazda 3 1.5L Luxury - 2023,Mazda,2023,625,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-5581317
Mazda CX5 Signature Premium 2.5 AT AWD I-Activ - 2023,Mazda,2023,925,Hà Nội,https://bonbanh.com/xe-mazda-cx5-signature-premium-2.5-at-awd-i-activ-2023-5562122
Honda Accord 1.5 AT - 2022,Honda,2022,1200,Thái Nguyên,https://bonbanh.com/xe-honda-accord-1.5-at-2022-5488994
Lexus GX 460 - 2011,Lexus,2011,1550,Phú Thọ,https://bonbanh.com/xe-lexus-gx-460-2011-5383798
Honda BR V L - 2024,Honda,2024,705,Thái Nguyên,https://bonbanh.com/xe-honda-br_v-l-2024-5504255
Toyota Corolla Cross 1.8V - 2022,Toyota,2022,799,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5542400
Mercedes Benz C class C300 AMG - 2019,Mercedes,2019,1169,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5474563
Audi Q3 2.0 Quattro - 2016,Audi,2016,699,Hà Nội,https://bonbanh.com/xe-audi-q3-2.0-quattro-2016-5493019
Ford Ranger XLS 2.2L 4x2 AT - 2016,Ford,2016,450,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-5583143
Toyota Yaris Cross 1.5 D-CVT - 2024,Toyota,2024,640,Hải Phòng,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2024-5479868
Toyota Fortuner 2.7V 4X2 AT - 2016,Toyota,2016,545,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2016-5436469
Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT - 2018,Chevrolet,2018,639,Hà Nội,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2018-5592205
Hyundai i10 1.2 AT - 2024,Hyundai,2024,405,Hà Nội,https://bonbanh.com/xe-hyundai-i10-1.2-at-2024-4293248
Toyota Fortuner 2.7V 4x2 AT - 2016,Toyota,2016,679,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2016-5591406
Lexus ES 300h - 2022,Lexus,2022,2880,Hà Nội,https://bonbanh.com/xe-lexus-es-300h-2022-5403618
Chevrolet Captiva LT 2.4 MT - 2008,Chevrolet,2008,155,Đà Nẵng,https://bonbanh.com/xe-chevrolet-captiva-lt-2.4-mt-2008-5573533
Toyota Yaris 1.5 AT - 2011,Toyota,2011,265,Hà Nội,https://bonbanh.com/xe-toyota-yaris-1.5-at-2011-5558029
VinFast VF5 Plus - 2023,VinFast,2023,458,TP HCM,https://bonbanh.com/xe-vinfast-vf5-plus-2023-4950209
Toyota Innova 2.0E - 2018,Toyota,2018,470,Đăk Lăk,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5550873
Mazda 6 2.0 AT - 2016,Mazda,2016,465,Hà Nội,https://bonbanh.com/xe-mazda-6-2.0-at-2016-5512066
Kia Cerato 1.6 MT - 2018,Kia,2018,375,Hải Phòng,https://bonbanh.com/xe-kia-cerato-1.6-mt-2018-5594535
Toyota Corolla Cross 1.8V - 2023,Toyota,2023,839,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2023-5592212
Kia Sorento 2.4 GAT Deluxe - 2019,Kia,2019,599,Hà Nội,https://bonbanh.com/xe-kia-sorento-2.4-gat-deluxe-2019-5536863
Mazda CX5 Premium 2.0 AT - 2022,Mazda,2022,815,Hà Nội,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-5555811
